NAME,GEOIDFQ,SUMLEVEL,open_year,fuel_type_code,count
15-County Region,M010000US001,M01,1999,BD,0
15-County Region,M010000US001,M01,2000,BD,0
15-County Region,M010000US001,M01,2001,BD,0
15-County Region,M010000US001,M01,2002,BD,0
15-County Region,M010000US001,M01,2003,BD,0
15-County Region,M010000US001,M01,2004,BD,0
15-County Region,M010000US001,M01,2005,BD,0
15-County Region,M010000US001,M01,2006,BD,0
15-County Region,M010000US001,M01,2007,BD,0
15-County Region,M010000US001,M01,2008,BD,0
15-County Region,M010000US001,M01,2009,BD,1
15-County Region,M010000US001,M01,2010,BD,0
15-County Region,M010000US001,M01,2011,BD,0
15-County Region,M010000US001,M01,2012,BD,0
15-County Region,M010000US001,M01,2013,BD,0
15-County Region,M010000US001,M01,2014,BD,0
15-County Region,M010000US001,M01,2015,BD,0
15-County Region,M010000US001,M01,2016,BD,0
15-County Region,M010000US001,M01,2017,BD,0
15-County Region,M010000US001,M01,2018,BD,0
15-County Region,M010000US001,M01,2019,BD,0
15-County Region,M010000US001,M01,2020,BD,0
15-County Region,M010000US001,M01,2021,BD,0
15-County Region,M010000US001,M01,2022,BD,0
15-County Region,M010000US001,M01,2023,BD,0
15-County Region,M010000US001,M01,2024,BD,0
15-County Region,M010000US001,M01,2025,BD,0
15-County Region,M010000US001,M01,1999,CNG,0
15-County Region,M010000US001,M01,2000,CNG,0
15-County Region,M010000US001,M01,2001,CNG,0
15-County Region,M010000US001,M01,2002,CNG,0
15-County Region,M010000US001,M01,2003,CNG,0
15-County Region,M010000US001,M01,2004,CNG,0
15-County Region,M010000US001,M01,2005,CNG,0
15-County Region,M010000US001,M01,2006,CNG,0
15-County Region,M010000US001,M01,2007,CNG,0
15-County Region,M010000US001,M01,2008,CNG,0
15-County Region,M010000US001,M01,2009,CNG,0
15-County Region,M010000US001,M01,2010,CNG,0
15-County Region,M010000US001,M01,2011,CNG,0
15-County Region,M010000US001,M01,2012,CNG,3
15-County Region,M010000US001,M01,2013,CNG,0
15-County Region,M010000US001,M01,2014,CNG,2
15-County Region,M010000US001,M01,2015,CNG,3
15-County Region,M010000US001,M01,2016,CNG,0
15-County Region,M010000US001,M01,2017,CNG,0
15-County Region,M010000US001,M01,2018,CNG,1
15-County Region,M010000US001,M01,2019,CNG,0
15-County Region,M010000US001,M01,2020,CNG,0
15-County Region,M010000US001,M01,2021,CNG,0
15-County Region,M010000US001,M01,2022,CNG,1
15-County Region,M010000US001,M01,2023,CNG,0
15-County Region,M010000US001,M01,2024,CNG,0
15-County Region,M010000US001,M01,2025,CNG,0
15-County Region,M010000US001,M01,1999,E85,0
15-County Region,M010000US001,M01,2000,E85,0
15-County Region,M010000US001,M01,2001,E85,0
15-County Region,M010000US001,M01,2002,E85,0
15-County Region,M010000US001,M01,2003,E85,0
15-County Region,M010000US001,M01,2004,E85,0
15-County Region,M010000US001,M01,2005,E85,0
15-County Region,M010000US001,M01,2006,E85,1
15-County Region,M010000US001,M01,2007,E85,1
15-County Region,M010000US001,M01,2008,E85,4
15-County Region,M010000US001,M01,2009,E85,1
15-County Region,M010000US001,M01,2010,E85,0
15-County Region,M010000US001,M01,2011,E85,8
15-County Region,M010000US001,M01,2012,E85,0
15-County Region,M010000US001,M01,2013,E85,3
15-County Region,M010000US001,M01,2014,E85,6
15-County Region,M010000US001,M01,2015,E85,2
15-County Region,M010000US001,M01,2016,E85,2
15-County Region,M010000US001,M01,2017,E85,1
15-County Region,M010000US001,M01,2018,E85,0
15-County Region,M010000US001,M01,2019,E85,0
15-County Region,M010000US001,M01,2020,E85,1
15-County Region,M010000US001,M01,2021,E85,2
15-County Region,M010000US001,M01,2022,E85,11
15-County Region,M010000US001,M01,2023,E85,1
15-County Region,M010000US001,M01,2024,E85,0
15-County Region,M010000US001,M01,2025,E85,0
15-County Region,M010000US001,M01,1999,ELEC,0
15-County Region,M010000US001,M01,2000,ELEC,0
15-County Region,M010000US001,M01,2001,ELEC,0
15-County Region,M010000US001,M01,2002,ELEC,0
15-County Region,M010000US001,M01,2003,ELEC,0
15-County Region,M010000US001,M01,2004,ELEC,0
15-County Region,M010000US001,M01,2005,ELEC,0
15-County Region,M010000US001,M01,2006,ELEC,0
15-County Region,M010000US001,M01,2007,ELEC,0
15-County Region,M010000US001,M01,2008,ELEC,0
15-County Region,M010000US001,M01,2009,ELEC,0
15-County Region,M010000US001,M01,2010,ELEC,0
15-County Region,M010000US001,M01,2011,ELEC,4
15-County Region,M010000US001,M01,2012,ELEC,7
15-County Region,M010000US001,M01,2013,ELEC,1
15-County Region,M010000US001,M01,2014,ELEC,2
15-County Region,M010000US001,M01,2015,ELEC,12
15-County Region,M010000US001,M01,2016,ELEC,10
15-County Region,M010000US001,M01,2017,ELEC,21
15-County Region,M010000US001,M01,2018,ELEC,19
15-County Region,M010000US001,M01,2019,ELEC,65
15-County Region,M010000US001,M01,2020,ELEC,60
15-County Region,M010000US001,M01,2021,ELEC,141
15-County Region,M010000US001,M01,2022,ELEC,100
15-County Region,M010000US001,M01,2023,ELEC,108
15-County Region,M010000US001,M01,2024,ELEC,96
15-County Region,M010000US001,M01,2025,ELEC,5
15-County Region,M010000US001,M01,1999,HY,0
15-County Region,M010000US001,M01,2000,HY,0
15-County Region,M010000US001,M01,2001,HY,0
15-County Region,M010000US001,M01,2002,HY,0
15-County Region,M010000US001,M01,2003,HY,0
15-County Region,M010000US001,M01,2004,HY,0
15-County Region,M010000US001,M01,2005,HY,0
15-County Region,M010000US001,M01,2006,HY,0
15-County Region,M010000US001,M01,2007,HY,0
15-County Region,M010000US001,M01,2008,HY,0
15-County Region,M010000US001,M01,2009,HY,0
15-County Region,M010000US001,M01,2010,HY,0
15-County Region,M010000US001,M01,2011,HY,0
15-County Region,M010000US001,M01,2012,HY,0
15-County Region,M010000US001,M01,2013,HY,0
15-County Region,M010000US001,M01,2014,HY,0
15-County Region,M010000US001,M01,2015,HY,0
15-County Region,M010000US001,M01,2016,HY,0
15-County Region,M010000US001,M01,2017,HY,0
15-County Region,M010000US001,M01,2018,HY,0
15-County Region,M010000US001,M01,2019,HY,0
15-County Region,M010000US001,M01,2020,HY,0
15-County Region,M010000US001,M01,2021,HY,1
15-County Region,M010000US001,M01,2022,HY,0
15-County Region,M010000US001,M01,2023,HY,0
15-County Region,M010000US001,M01,2024,HY,0
15-County Region,M010000US001,M01,2025,HY,0
15-County Region,M010000US001,M01,1999,LNG,0
15-County Region,M010000US001,M01,2000,LNG,0
15-County Region,M010000US001,M01,2001,LNG,0
15-County Region,M010000US001,M01,2002,LNG,0
15-County Region,M010000US001,M01,2003,LNG,0
15-County Region,M010000US001,M01,2004,LNG,0
15-County Region,M010000US001,M01,2005,LNG,0
15-County Region,M010000US001,M01,2006,LNG,0
15-County Region,M010000US001,M01,2007,LNG,0
15-County Region,M010000US001,M01,2008,LNG,0
15-County Region,M010000US001,M01,2009,LNG,0
15-County Region,M010000US001,M01,2010,LNG,0
15-County Region,M010000US001,M01,2011,LNG,0
15-County Region,M010000US001,M01,2012,LNG,0
15-County Region,M010000US001,M01,2013,LNG,0
15-County Region,M010000US001,M01,2014,LNG,0
15-County Region,M010000US001,M01,2015,LNG,0
15-County Region,M010000US001,M01,2016,LNG,1
15-County Region,M010000US001,M01,2017,LNG,0
15-County Region,M010000US001,M01,2018,LNG,0
15-County Region,M010000US001,M01,2019,LNG,0
15-County Region,M010000US001,M01,2020,LNG,0
15-County Region,M010000US001,M01,2021,LNG,1
15-County Region,M010000US001,M01,2022,LNG,0
15-County Region,M010000US001,M01,2023,LNG,0
15-County Region,M010000US001,M01,2024,LNG,0
15-County Region,M010000US001,M01,2025,LNG,0
15-County Region,M010000US001,M01,1999,LPG,1
15-County Region,M010000US001,M01,2000,LPG,5
15-County Region,M010000US001,M01,2001,LPG,0
15-County Region,M010000US001,M01,2002,LPG,0
15-County Region,M010000US001,M01,2003,LPG,0
15-County Region,M010000US001,M01,2004,LPG,1
15-County Region,M010000US001,M01,2005,LPG,0
15-County Region,M010000US001,M01,2006,LPG,0
15-County Region,M010000US001,M01,2007,LPG,0
15-County Region,M010000US001,M01,2008,LPG,0
15-County Region,M010000US001,M01,2009,LPG,0
15-County Region,M010000US001,M01,2010,LPG,0
15-County Region,M010000US001,M01,2011,LPG,3
15-County Region,M010000US001,M01,2012,LPG,2
15-County Region,M010000US001,M01,2013,LPG,1
15-County Region,M010000US001,M01,2014,LPG,2
15-County Region,M010000US001,M01,2015,LPG,3
15-County Region,M010000US001,M01,2016,LPG,0
15-County Region,M010000US001,M01,2017,LPG,2
15-County Region,M010000US001,M01,2018,LPG,1
15-County Region,M010000US001,M01,2019,LPG,0
15-County Region,M010000US001,M01,2020,LPG,0
15-County Region,M010000US001,M01,2021,LPG,0
15-County Region,M010000US001,M01,2022,LPG,0
15-County Region,M010000US001,M01,2023,LPG,0
15-County Region,M010000US001,M01,2024,LPG,0
15-County Region,M010000US001,M01,2025,LPG,0
Delaware,0500000US39041,050,1999,BD,0
Delaware,0500000US39041,050,2000,BD,0
Delaware,0500000US39041,050,2001,BD,0
Delaware,0500000US39041,050,2002,BD,0
Delaware,0500000US39041,050,2003,BD,0
Delaware,0500000US39041,050,2004,BD,0
Delaware,0500000US39041,050,2005,BD,0
Delaware,0500000US39041,050,2006,BD,0
Delaware,0500000US39041,050,2007,BD,0
Delaware,0500000US39041,050,2008,BD,0
Delaware,0500000US39041,050,2009,BD,0
Delaware,0500000US39041,050,2010,BD,0
Delaware,0500000US39041,050,2011,BD,0
Delaware,0500000US39041,050,2012,BD,0
Delaware,0500000US39041,050,2013,BD,0
Delaware,0500000US39041,050,2014,BD,0
Delaware,0500000US39041,050,2015,BD,0
Delaware,0500000US39041,050,2016,BD,0
Delaware,0500000US39041,050,2017,BD,0
Delaware,0500000US39041,050,2018,BD,0
Delaware,0500000US39041,050,2019,BD,0
Delaware,0500000US39041,050,2020,BD,0
Delaware,0500000US39041,050,2021,BD,0
Delaware,0500000US39041,050,2022,BD,0
Delaware,0500000US39041,050,2023,BD,0
Delaware,0500000US39041,050,2024,BD,0
Delaware,0500000US39041,050,2025,BD,0
Fairfield,0500000US39045,050,1999,BD,0
Fairfield,0500000US39045,050,2000,BD,0
Fairfield,0500000US39045,050,2001,BD,0
Fairfield,0500000US39045,050,2002,BD,0
Fairfield,0500000US39045,050,2003,BD,0
Fairfield,0500000US39045,050,2004,BD,0
Fairfield,0500000US39045,050,2005,BD,0
Fairfield,0500000US39045,050,2006,BD,0
Fairfield,0500000US39045,050,2007,BD,0
Fairfield,0500000US39045,050,2008,BD,0
Fairfield,0500000US39045,050,2009,BD,0
Fairfield,0500000US39045,050,2010,BD,0
Fairfield,0500000US39045,050,2011,BD,0
Fairfield,0500000US39045,050,2012,BD,0
Fairfield,0500000US39045,050,2013,BD,0
Fairfield,0500000US39045,050,2014,BD,0
Fairfield,0500000US39045,050,2015,BD,0
Fairfield,0500000US39045,050,2016,BD,0
Fairfield,0500000US39045,050,2017,BD,0
Fairfield,0500000US39045,050,2018,BD,0
Fairfield,0500000US39045,050,2019,BD,0
Fairfield,0500000US39045,050,2020,BD,0
Fairfield,0500000US39045,050,2021,BD,0
Fairfield,0500000US39045,050,2022,BD,0
Fairfield,0500000US39045,050,2023,BD,0
Fairfield,0500000US39045,050,2024,BD,0
Fairfield,0500000US39045,050,2025,BD,0
Fayette,0500000US39047,050,1999,BD,0
Fayette,0500000US39047,050,2000,BD,0
Fayette,0500000US39047,050,2001,BD,0
Fayette,0500000US39047,050,2002,BD,0
Fayette,0500000US39047,050,2003,BD,0
Fayette,0500000US39047,050,2004,BD,0
Fayette,0500000US39047,050,2005,BD,0
Fayette,0500000US39047,050,2006,BD,0
Fayette,0500000US39047,050,2007,BD,0
Fayette,0500000US39047,050,2008,BD,0
Fayette,0500000US39047,050,2009,BD,0
Fayette,0500000US39047,050,2010,BD,0
Fayette,0500000US39047,050,2011,BD,0
Fayette,0500000US39047,050,2012,BD,0
Fayette,0500000US39047,050,2013,BD,0
Fayette,0500000US39047,050,2014,BD,0
Fayette,0500000US39047,050,2015,BD,0
Fayette,0500000US39047,050,2016,BD,0
Fayette,0500000US39047,050,2017,BD,0
Fayette,0500000US39047,050,2018,BD,0
Fayette,0500000US39047,050,2019,BD,0
Fayette,0500000US39047,050,2020,BD,0
Fayette,0500000US39047,050,2021,BD,0
Fayette,0500000US39047,050,2022,BD,0
Fayette,0500000US39047,050,2023,BD,0
Fayette,0500000US39047,050,2024,BD,0
Fayette,0500000US39047,050,2025,BD,0
Franklin,0500000US39049,050,1999,BD,0
Franklin,0500000US39049,050,2000,BD,0
Franklin,0500000US39049,050,2001,BD,0
Franklin,0500000US39049,050,2002,BD,0
Franklin,0500000US39049,050,2003,BD,0
Franklin,0500000US39049,050,2004,BD,0
Franklin,0500000US39049,050,2005,BD,0
Franklin,0500000US39049,050,2006,BD,0
Franklin,0500000US39049,050,2007,BD,0
Franklin,0500000US39049,050,2008,BD,0
Franklin,0500000US39049,050,2009,BD,1
Franklin,0500000US39049,050,2010,BD,0
Franklin,0500000US39049,050,2011,BD,0
Franklin,0500000US39049,050,2012,BD,0
Franklin,0500000US39049,050,2013,BD,0
Franklin,0500000US39049,050,2014,BD,0
Franklin,0500000US39049,050,2015,BD,0
Franklin,0500000US39049,050,2016,BD,0
Franklin,0500000US39049,050,2017,BD,0
Franklin,0500000US39049,050,2018,BD,0
Franklin,0500000US39049,050,2019,BD,0
Franklin,0500000US39049,050,2020,BD,0
Franklin,0500000US39049,050,2021,BD,0
Franklin,0500000US39049,050,2022,BD,0
Franklin,0500000US39049,050,2023,BD,0
Franklin,0500000US39049,050,2024,BD,0
Franklin,0500000US39049,050,2025,BD,0
Hocking,0500000US39073,050,1999,BD,0
Hocking,0500000US39073,050,2000,BD,0
Hocking,0500000US39073,050,2001,BD,0
Hocking,0500000US39073,050,2002,BD,0
Hocking,0500000US39073,050,2003,BD,0
Hocking,0500000US39073,050,2004,BD,0
Hocking,0500000US39073,050,2005,BD,0
Hocking,0500000US39073,050,2006,BD,0
Hocking,0500000US39073,050,2007,BD,0
Hocking,0500000US39073,050,2008,BD,0
Hocking,0500000US39073,050,2009,BD,0
Hocking,0500000US39073,050,2010,BD,0
Hocking,0500000US39073,050,2011,BD,0
Hocking,0500000US39073,050,2012,BD,0
Hocking,0500000US39073,050,2013,BD,0
Hocking,0500000US39073,050,2014,BD,0
Hocking,0500000US39073,050,2015,BD,0
Hocking,0500000US39073,050,2016,BD,0
Hocking,0500000US39073,050,2017,BD,0
Hocking,0500000US39073,050,2018,BD,0
Hocking,0500000US39073,050,2019,BD,0
Hocking,0500000US39073,050,2020,BD,0
Hocking,0500000US39073,050,2021,BD,0
Hocking,0500000US39073,050,2022,BD,0
Hocking,0500000US39073,050,2023,BD,0
Hocking,0500000US39073,050,2024,BD,0
Hocking,0500000US39073,050,2025,BD,0
Knox,0500000US39083,050,1999,BD,0
Knox,0500000US39083,050,2000,BD,0
Knox,0500000US39083,050,2001,BD,0
Knox,0500000US39083,050,2002,BD,0
Knox,0500000US39083,050,2003,BD,0
Knox,0500000US39083,050,2004,BD,0
Knox,0500000US39083,050,2005,BD,0
Knox,0500000US39083,050,2006,BD,0
Knox,0500000US39083,050,2007,BD,0
Knox,0500000US39083,050,2008,BD,0
Knox,0500000US39083,050,2009,BD,0
Knox,0500000US39083,050,2010,BD,0
Knox,0500000US39083,050,2011,BD,0
Knox,0500000US39083,050,2012,BD,0
Knox,0500000US39083,050,2013,BD,0
Knox,0500000US39083,050,2014,BD,0
Knox,0500000US39083,050,2015,BD,0
Knox,0500000US39083,050,2016,BD,0
Knox,0500000US39083,050,2017,BD,0
Knox,0500000US39083,050,2018,BD,0
Knox,0500000US39083,050,2019,BD,0
Knox,0500000US39083,050,2020,BD,0
Knox,0500000US39083,050,2021,BD,0
Knox,0500000US39083,050,2022,BD,0
Knox,0500000US39083,050,2023,BD,0
Knox,0500000US39083,050,2024,BD,0
Knox,0500000US39083,050,2025,BD,0
Licking,0500000US39089,050,1999,BD,0
Licking,0500000US39089,050,2000,BD,0
Licking,0500000US39089,050,2001,BD,0
Licking,0500000US39089,050,2002,BD,0
Licking,0500000US39089,050,2003,BD,0
Licking,0500000US39089,050,2004,BD,0
Licking,0500000US39089,050,2005,BD,0
Licking,0500000US39089,050,2006,BD,0
Licking,0500000US39089,050,2007,BD,0
Licking,0500000US39089,050,2008,BD,0
Licking,0500000US39089,050,2009,BD,0
Licking,0500000US39089,050,2010,BD,0
Licking,0500000US39089,050,2011,BD,0
Licking,0500000US39089,050,2012,BD,0
Licking,0500000US39089,050,2013,BD,0
Licking,0500000US39089,050,2014,BD,0
Licking,0500000US39089,050,2015,BD,0
Licking,0500000US39089,050,2016,BD,0
Licking,0500000US39089,050,2017,BD,0
Licking,0500000US39089,050,2018,BD,0
Licking,0500000US39089,050,2019,BD,0
Licking,0500000US39089,050,2020,BD,0
Licking,0500000US39089,050,2021,BD,0
Licking,0500000US39089,050,2022,BD,0
Licking,0500000US39089,050,2023,BD,0
Licking,0500000US39089,050,2024,BD,0
Licking,0500000US39089,050,2025,BD,0
Logan,0500000US39091,050,1999,BD,0
Logan,0500000US39091,050,2000,BD,0
Logan,0500000US39091,050,2001,BD,0
Logan,0500000US39091,050,2002,BD,0
Logan,0500000US39091,050,2003,BD,0
Logan,0500000US39091,050,2004,BD,0
Logan,0500000US39091,050,2005,BD,0
Logan,0500000US39091,050,2006,BD,0
Logan,0500000US39091,050,2007,BD,0
Logan,0500000US39091,050,2008,BD,0
Logan,0500000US39091,050,2009,BD,0
Logan,0500000US39091,050,2010,BD,0
Logan,0500000US39091,050,2011,BD,0
Logan,0500000US39091,050,2012,BD,0
Logan,0500000US39091,050,2013,BD,0
Logan,0500000US39091,050,2014,BD,0
Logan,0500000US39091,050,2015,BD,0
Logan,0500000US39091,050,2016,BD,0
Logan,0500000US39091,050,2017,BD,0
Logan,0500000US39091,050,2018,BD,0
Logan,0500000US39091,050,2019,BD,0
Logan,0500000US39091,050,2020,BD,0
Logan,0500000US39091,050,2021,BD,0
Logan,0500000US39091,050,2022,BD,0
Logan,0500000US39091,050,2023,BD,0
Logan,0500000US39091,050,2024,BD,0
Logan,0500000US39091,050,2025,BD,0
Madison,0500000US39097,050,1999,BD,0
Madison,0500000US39097,050,2000,BD,0
Madison,0500000US39097,050,2001,BD,0
Madison,0500000US39097,050,2002,BD,0
Madison,0500000US39097,050,2003,BD,0
Madison,0500000US39097,050,2004,BD,0
Madison,0500000US39097,050,2005,BD,0
Madison,0500000US39097,050,2006,BD,0
Madison,0500000US39097,050,2007,BD,0
Madison,0500000US39097,050,2008,BD,0
Madison,0500000US39097,050,2009,BD,0
Madison,0500000US39097,050,2010,BD,0
Madison,0500000US39097,050,2011,BD,0
Madison,0500000US39097,050,2012,BD,0
Madison,0500000US39097,050,2013,BD,0
Madison,0500000US39097,050,2014,BD,0
Madison,0500000US39097,050,2015,BD,0
Madison,0500000US39097,050,2016,BD,0
Madison,0500000US39097,050,2017,BD,0
Madison,0500000US39097,050,2018,BD,0
Madison,0500000US39097,050,2019,BD,0
Madison,0500000US39097,050,2020,BD,0
Madison,0500000US39097,050,2021,BD,0
Madison,0500000US39097,050,2022,BD,0
Madison,0500000US39097,050,2023,BD,0
Madison,0500000US39097,050,2024,BD,0
Madison,0500000US39097,050,2025,BD,0
Marion,0500000US39101,050,1999,BD,0
Marion,0500000US39101,050,2000,BD,0
Marion,0500000US39101,050,2001,BD,0
Marion,0500000US39101,050,2002,BD,0
Marion,0500000US39101,050,2003,BD,0
Marion,0500000US39101,050,2004,BD,0
Marion,0500000US39101,050,2005,BD,0
Marion,0500000US39101,050,2006,BD,0
Marion,0500000US39101,050,2007,BD,0
Marion,0500000US39101,050,2008,BD,0
Marion,0500000US39101,050,2009,BD,0
Marion,0500000US39101,050,2010,BD,0
Marion,0500000US39101,050,2011,BD,0
Marion,0500000US39101,050,2012,BD,0
Marion,0500000US39101,050,2013,BD,0
Marion,0500000US39101,050,2014,BD,0
Marion,0500000US39101,050,2015,BD,0
Marion,0500000US39101,050,2016,BD,0
Marion,0500000US39101,050,2017,BD,0
Marion,0500000US39101,050,2018,BD,0
Marion,0500000US39101,050,2019,BD,0
Marion,0500000US39101,050,2020,BD,0
Marion,0500000US39101,050,2021,BD,0
Marion,0500000US39101,050,2022,BD,0
Marion,0500000US39101,050,2023,BD,0
Marion,0500000US39101,050,2024,BD,0
Marion,0500000US39101,050,2025,BD,0
Morrow,0500000US39117,050,1999,BD,0
Morrow,0500000US39117,050,2000,BD,0
Morrow,0500000US39117,050,2001,BD,0
Morrow,0500000US39117,050,2002,BD,0
Morrow,0500000US39117,050,2003,BD,0
Morrow,0500000US39117,050,2004,BD,0
Morrow,0500000US39117,050,2005,BD,0
Morrow,0500000US39117,050,2006,BD,0
Morrow,0500000US39117,050,2007,BD,0
Morrow,0500000US39117,050,2008,BD,0
Morrow,0500000US39117,050,2009,BD,0
Morrow,0500000US39117,050,2010,BD,0
Morrow,0500000US39117,050,2011,BD,0
Morrow,0500000US39117,050,2012,BD,0
Morrow,0500000US39117,050,2013,BD,0
Morrow,0500000US39117,050,2014,BD,0
Morrow,0500000US39117,050,2015,BD,0
Morrow,0500000US39117,050,2016,BD,0
Morrow,0500000US39117,050,2017,BD,0
Morrow,0500000US39117,050,2018,BD,0
Morrow,0500000US39117,050,2019,BD,0
Morrow,0500000US39117,050,2020,BD,0
Morrow,0500000US39117,050,2021,BD,0
Morrow,0500000US39117,050,2022,BD,0
Morrow,0500000US39117,050,2023,BD,0
Morrow,0500000US39117,050,2024,BD,0
Morrow,0500000US39117,050,2025,BD,0
Perry,0500000US39127,050,1999,BD,0
Perry,0500000US39127,050,2000,BD,0
Perry,0500000US39127,050,2001,BD,0
Perry,0500000US39127,050,2002,BD,0
Perry,0500000US39127,050,2003,BD,0
Perry,0500000US39127,050,2004,BD,0
Perry,0500000US39127,050,2005,BD,0
Perry,0500000US39127,050,2006,BD,0
Perry,0500000US39127,050,2007,BD,0
Perry,0500000US39127,050,2008,BD,0
Perry,0500000US39127,050,2009,BD,0
Perry,0500000US39127,050,2010,BD,0
Perry,0500000US39127,050,2011,BD,0
Perry,0500000US39127,050,2012,BD,0
Perry,0500000US39127,050,2013,BD,0
Perry,0500000US39127,050,2014,BD,0
Perry,0500000US39127,050,2015,BD,0
Perry,0500000US39127,050,2016,BD,0
Perry,0500000US39127,050,2017,BD,0
Perry,0500000US39127,050,2018,BD,0
Perry,0500000US39127,050,2019,BD,0
Perry,0500000US39127,050,2020,BD,0
Perry,0500000US39127,050,2021,BD,0
Perry,0500000US39127,050,2022,BD,0
Perry,0500000US39127,050,2023,BD,0
Perry,0500000US39127,050,2024,BD,0
Perry,0500000US39127,050,2025,BD,0
Pickaway,0500000US39129,050,1999,BD,0
Pickaway,0500000US39129,050,2000,BD,0
Pickaway,0500000US39129,050,2001,BD,0
Pickaway,0500000US39129,050,2002,BD,0
Pickaway,0500000US39129,050,2003,BD,0
Pickaway,0500000US39129,050,2004,BD,0
Pickaway,0500000US39129,050,2005,BD,0
Pickaway,0500000US39129,050,2006,BD,0
Pickaway,0500000US39129,050,2007,BD,0
Pickaway,0500000US39129,050,2008,BD,0
Pickaway,0500000US39129,050,2009,BD,0
Pickaway,0500000US39129,050,2010,BD,0
Pickaway,0500000US39129,050,2011,BD,0
Pickaway,0500000US39129,050,2012,BD,0
Pickaway,0500000US39129,050,2013,BD,0
Pickaway,0500000US39129,050,2014,BD,0
Pickaway,0500000US39129,050,2015,BD,0
Pickaway,0500000US39129,050,2016,BD,0
Pickaway,0500000US39129,050,2017,BD,0
Pickaway,0500000US39129,050,2018,BD,0
Pickaway,0500000US39129,050,2019,BD,0
Pickaway,0500000US39129,050,2020,BD,0
Pickaway,0500000US39129,050,2021,BD,0
Pickaway,0500000US39129,050,2022,BD,0
Pickaway,0500000US39129,050,2023,BD,0
Pickaway,0500000US39129,050,2024,BD,0
Pickaway,0500000US39129,050,2025,BD,0
Ross,0500000US39141,050,1999,BD,0
Ross,0500000US39141,050,2000,BD,0
Ross,0500000US39141,050,2001,BD,0
Ross,0500000US39141,050,2002,BD,0
Ross,0500000US39141,050,2003,BD,0
Ross,0500000US39141,050,2004,BD,0
Ross,0500000US39141,050,2005,BD,0
Ross,0500000US39141,050,2006,BD,0
Ross,0500000US39141,050,2007,BD,0
Ross,0500000US39141,050,2008,BD,0
Ross,0500000US39141,050,2009,BD,0
Ross,0500000US39141,050,2010,BD,0
Ross,0500000US39141,050,2011,BD,0
Ross,0500000US39141,050,2012,BD,0
Ross,0500000US39141,050,2013,BD,0
Ross,0500000US39141,050,2014,BD,0
Ross,0500000US39141,050,2015,BD,0
Ross,0500000US39141,050,2016,BD,0
Ross,0500000US39141,050,2017,BD,0
Ross,0500000US39141,050,2018,BD,0
Ross,0500000US39141,050,2019,BD,0
Ross,0500000US39141,050,2020,BD,0
Ross,0500000US39141,050,2021,BD,0
Ross,0500000US39141,050,2022,BD,0
Ross,0500000US39141,050,2023,BD,0
Ross,0500000US39141,050,2024,BD,0
Ross,0500000US39141,050,2025,BD,0
Union,0500000US39159,050,1999,BD,0
Union,0500000US39159,050,2000,BD,0
Union,0500000US39159,050,2001,BD,0
Union,0500000US39159,050,2002,BD,0
Union,0500000US39159,050,2003,BD,0
Union,0500000US39159,050,2004,BD,0
Union,0500000US39159,050,2005,BD,0
Union,0500000US39159,050,2006,BD,0
Union,0500000US39159,050,2007,BD,0
Union,0500000US39159,050,2008,BD,0
Union,0500000US39159,050,2009,BD,0
Union,0500000US39159,050,2010,BD,0
Union,0500000US39159,050,2011,BD,0
Union,0500000US39159,050,2012,BD,0
Union,0500000US39159,050,2013,BD,0
Union,0500000US39159,050,2014,BD,0
Union,0500000US39159,050,2015,BD,0
Union,0500000US39159,050,2016,BD,0
Union,0500000US39159,050,2017,BD,0
Union,0500000US39159,050,2018,BD,0
Union,0500000US39159,050,2019,BD,0
Union,0500000US39159,050,2020,BD,0
Union,0500000US39159,050,2021,BD,0
Union,0500000US39159,050,2022,BD,0
Union,0500000US39159,050,2023,BD,0
Union,0500000US39159,050,2024,BD,0
Union,0500000US39159,050,2025,BD,0
Delaware,0500000US39041,050,1999,CNG,0
Delaware,0500000US39041,050,2000,CNG,0
Delaware,0500000US39041,050,2001,CNG,0
Delaware,0500000US39041,050,2002,CNG,0
Delaware,0500000US39041,050,2003,CNG,0
Delaware,0500000US39041,050,2004,CNG,0
Delaware,0500000US39041,050,2005,CNG,0
Delaware,0500000US39041,050,2006,CNG,0
Delaware,0500000US39041,050,2007,CNG,0
Delaware,0500000US39041,050,2008,CNG,0
Delaware,0500000US39041,050,2009,CNG,0
Delaware,0500000US39041,050,2010,CNG,0
Delaware,0500000US39041,050,2011,CNG,0
Delaware,0500000US39041,050,2012,CNG,0
Delaware,0500000US39041,050,2013,CNG,0
Delaware,0500000US39041,050,2014,CNG,0
Delaware,0500000US39041,050,2015,CNG,0
Delaware,0500000US39041,050,2016,CNG,0
Delaware,0500000US39041,050,2017,CNG,0
Delaware,0500000US39041,050,2018,CNG,0
Delaware,0500000US39041,050,2019,CNG,0
Delaware,0500000US39041,050,2020,CNG,0
Delaware,0500000US39041,050,2021,CNG,0
Delaware,0500000US39041,050,2022,CNG,0
Delaware,0500000US39041,050,2023,CNG,0
Delaware,0500000US39041,050,2024,CNG,0
Delaware,0500000US39041,050,2025,CNG,0
Fairfield,0500000US39045,050,1999,CNG,0
Fairfield,0500000US39045,050,2000,CNG,0
Fairfield,0500000US39045,050,2001,CNG,0
Fairfield,0500000US39045,050,2002,CNG,0
Fairfield,0500000US39045,050,2003,CNG,0
